id,author,date,start,end
e1b7d5a5-deaa-5862-a23b-d59032138231,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-04-25 08:34:33,2022-04-25 08:34:00,2022-05-02 08:34:00
3422498f-ab5f-5054-86d4-ff18368d37b7,0xbb7b59afa3a0e5be143b8fe9c641f00c1ecb9d69,2023-06-13 22:20:16,2023-06-13 22:20:00,2023-06-18 22:20:00
2a89983e-e172-50b0-bff8-d495a9be8531,0xbb7b59afa3a0e5be143b8fe9c641f00c1ecb9d69,2023-06-04 17:59:28,2023-06-04 17:59:00,2023-06-11 17:59:00
200b26c7-155d-59c9-837e-04d1a6c4416f,0xbb7b59afa3a0e5be143b8fe9c641f00c1ecb9d69,2023-06-07 20:43:18,2023-06-07 20:43:00,2023-06-21 20:43:00
2e8eee53-5f00-5cbd-aa28-b2a9d9ed4595,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-02-06 18:24:38,2022-02-06 18:24:00,2022-02-13 18:24:00
708a0149-36e0-5271-a6f4-3b5079ff3be7,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-01-09 21:28:35,2022-01-09 21:28:00,2022-01-16 21:28:00
93554c84-18ed-598d-af0a-4fb4569d335d,0xbb7b59afa3a0e5be143b8fe9c641f00c1ecb9d69,2023-07-01 16:26:13,2023-07-01 16:26:00,2023-07-15 16:26:00
07665995-b54e-5358-9474-a55fd3233eae,0xbb7b59afa3a0e5be143b8fe9c641f00c1ecb9d69,2023-03-03 14:33:07,2023-03-03 14:33:00,2023-03-08 14:33:00
78ea1f82-3ad1-59a5-a835-dd16ffb688be,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2021-08-24 23:01:43,2021-08-24 23:01:00,2021-08-31 23:01:00
46fc45c1-8b4e-5ad2-b882-6a3ba20edab4,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2021-12-01 17:50:46,2021-12-01 17:50:00,2021-12-08 17:50:00
42364723-30f8-5463-a84a-f29039887820,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2021-06-28 11:35:24,2021-06-28 11:35:00,2021-07-05 11:35:00
a0bae74b-d694-5eb2-b217-dc66b82b42d8,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-01-11 22:17:44,2022-01-11 22:17:00,2022-01-18 22:17:00
15ecb2cf-d352-5fd3-9f55-bd257688927f,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2021-11-23 18:26:53,2021-11-23 18:26:00,2021-11-30 18:26:00
739609c8-4a6d-5c16-b74e-79c28967cd98,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-10-23 23:02:06,2022-10-23 23:02:00,2022-10-30 23:02:00
8d4c918e-c925-55d4-a48d-296476593aa0,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-06-03 00:17:49,2022-06-03 00:17:00,2022-06-17 00:17:00
bd0171d2-4a4a-514c-b2ad-1af509f43596,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2021-10-12 08:18:22,2021-10-12 08:18:00,2021-10-19 08:18:00
f59fb4d6-0224-515a-ab11-7c5f78b81d33,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-10-31 20:31:24,2022-10-31 20:31:00,2022-11-07 20:31:00
0a0cfbe5-8a89-5e60-bb03-b294025b5147,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-08-22 21:03:52,2022-08-22 21:03:00,2022-08-29 21:03:00
b6a5fd5d-f0c2-5ae7-9987-aac62250d1b9,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-08-02 21:47:16,2022-08-02 21:47:00,2022-08-16 21:47:00
1ce83bec-8223-543c-bcce-257ef2c2a207,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2021-11-18 01:46:51,2021-11-18 01:46:00,2021-11-25 01:46:00
f2247ca9-6f52-58d4-b203-34ea83f76306,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-06-04 13:38:14,2022-06-04 13:38:00,2022-06-11 13:38:00
16a1ab7a-0e63-5224-a168-d62d9706b25d,0xbb7b59afa3a0e5be143b8fe9c641f00c1ecb9d69,2022-12-08 22:58:42,2022-12-08 22:58:00,2022-12-15 22:58:00
1da0e369-4a69-5fdd-8edc-004ead81ff7b,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-06-01 13:59:29,2022-06-01 13:59:00,2022-06-08 13:59:00
e1228a8d-44df-5cd2-b3cf-1917246c3042,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-05-01 02:08:51,2022-05-01 02:08:00,2022-05-06 02:08:00
79005efd-a906-5356-9370-0db251c70928,0xbb7b59afa3a0e5be143b8fe9c641f00c1ecb9d69,2023-03-06 19:14:36,2023-03-06 19:14:00,2023-03-20 19:14:00
64e2def7-bdb0-5d61-8bb9-de8109f7e1b4,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2021-06-30 18:55:48,2021-06-30 18:55:00,2021-07-07 18:55:00
7f6bd7d0-1178-5608-883f-baeedde087e7,0xbb7b59afa3a0e5be143b8fe9c641f00c1ecb9d69,2023-03-28 14:55:31,2023-03-28 14:55:00,2023-04-02 14:55:00
9dab544f-e425-5100-af30-ef97a23769d9,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-02-03 19:11:43,2022-02-03 19:11:00,2022-02-10 19:11:00
62a05010-d5a8-5058-aba5-0b77b1b06e8d,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2021-12-07 06:06:48,2021-12-07 06:06:00,2021-12-14 06:06:00
cadfef40-66d0-5261-88ff-7f55da01a184,0xbb7b59afa3a0e5be143b8fe9c641f00c1ecb9d69,2023-06-26 05:20:28,2023-06-26 05:20:00,2023-07-03 05:20:00
e518e834-28f8-5409-99b9-4fe3ede0d5cd,0xbb7b59afa3a0e5be143b8fe9c641f00c1ecb9d69,2023-01-30 10:11:41,2023-01-30 10:11:00,2023-02-04 10:11:00
510d1661-2337-5f3d-996c-fd824b612fdc,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-02-08 17:30:09,2022-02-08 17:30:00,2022-02-15 17:30:00
17ac8f73-abbe-5f0c-a581-3cebc84b36bc,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2021-11-22 07:55:26,2021-11-22 07:55:00,2021-11-29 07:55:00
58b630a1-2dee-5e0b-a6e1-196912643b56,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2021-09-16 00:40:40,2021-09-16 00:40:00,2021-09-23 00:40:00
724614fe-dec8-57a1-a4e8-0943f00f7025,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2021-06-09 10:10:33,2021-06-09 10:10:00,2021-06-16 10:10:00
6be6b0ce-84b8-57d4-ac81-6660fc86abd9,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2021-11-30 18:48:53,2021-11-30 18:48:00,2021-12-07 18:48:00
b0c04615-6ecd-5b3f-bb1f-0aa49b22573a,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2021-08-06 00:30:19,2021-08-06 00:30:00,2021-08-13 00:30:00
fb517af0-6ebc-5818-9d48-e56b7bc3ea9f,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-06-13 19:04:32,2022-06-13 19:04:00,2022-06-20 19:04:00
a4553329-90f6-5f40-9481-1eebba68070a,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-06-16 10:03:57,2022-06-16 10:03:00,2022-06-30 10:03:00
74e0be0e-1e43-5cd4-a1c8-23b5fc9456a5,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-01-18 22:17:05,2022-01-18 22:17:00,2022-01-25 22:17:00
6a46102d-9b9c-5c46-8bfb-b9f8f8718bfc,0xbb7b59afa3a0e5be143b8fe9c641f00c1ecb9d69,2023-04-25 12:48:07,2023-04-25 12:48:00,2023-05-09 12:48:00
7b36dc3a-91ce-5616-94ea-f76eb170b5c8,0xbb7b59afa3a0e5be143b8fe9c641f00c1ecb9d69,2023-01-06 15:01:23,2023-01-06 15:01:00,2023-01-11 15:01:00
f37dacb3-85cc-5884-8295-4d07c5ac7ade,0xbb7b59afa3a0e5be143b8fe9c641f00c1ecb9d69,2023-01-24 00:02:27,2023-01-24 00:02:00,2023-01-31 00:02:00
1c18ed10-cc85-5af8-8b9e-912ebfd31180,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2021-11-02 16:32:25,2021-11-02 16:32:00,2021-11-09 16:32:00
52ae1939-43a7-5ef6-98de-bde21d491a05,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2021-12-01 02:39:45,2021-12-01 02:39:00,2021-12-08 02:39:00
f212dfce-5e60-56dd-a5d0-494409b646fa,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-07-31 15:34:46,2022-07-31 15:34:00,2022-08-14 15:34:00
9baed5f6-b96a-5a73-9c00-eb1240faed2a,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-02-16 22:31:24,2022-02-16 22:31:00,2022-02-21 22:31:00
dcadc0d3-8610-53aa-a88f-faba07cfd17e,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-05-16 23:53:22,2022-05-16 23:53:00,2022-05-23 23:53:00
38e9a436-b75c-5b3b-aba3-1d6ad949862f,0xbb7b59afa3a0e5be143b8fe9c641f00c1ecb9d69,2023-05-17 18:23:57,2023-05-17 18:23:00,2023-05-24 18:23:00
08b05284-73f9-5a69-b5dd-ade8da086e55,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-03-24 19:24:55,2022-03-24 19:24:00,2022-03-31 19:24:00
f5fbd71c-1c65-567c-b861-a1d1ca8d2c34,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2021-06-29 16:32:04,2021-06-29 16:32:00,2021-07-06 16:32:00
0a6be2ca-abd8-59e6-b937-120fbba68d4e,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-09-08 03:34:18,2022-09-08 03:34:00,2022-09-15 03:34:00
9fe39b1e-3f91-51d7-a0bc-c429940556fa,0xbb7b59afa3a0e5be143b8fe9c641f00c1ecb9d69,2022-12-01 15:21:19,2022-12-01 15:21:00,2022-12-08 15:21:00
b6968a43-49f6-580f-b783-0141f80f80ac,0xbb7b59afa3a0e5be143b8fe9c641f00c1ecb9d69,2023-05-08 15:31:31,2023-05-08 15:31:00,2023-05-22 15:31:00
8b88b0c6-2336-5d1d-8fd9-ef85efd5e484,0xbb7b59afa3a0e5be143b8fe9c641f00c1ecb9d69,2023-04-24 21:57:00,2023-04-24 21:57:00,2023-05-01 21:57:00
535f3065-a972-5679-83e9-752e31f3262c,0xbb7b59afa3a0e5be143b8fe9c641f00c1ecb9d69,2023-07-08 23:42:48,2023-07-08 23:42:00,2023-07-13 23:42:00
9a9c86e0-d6fe-544e-bb26-2de1c19cc5ba,0xbb7b59afa3a0e5be143b8fe9c641f00c1ecb9d69,2023-05-12 00:29:24,2023-05-12 00:29:00,2023-05-26 00:29:00
f3064493-8ec7-5f10-9673-38b43789314b,0xbb7b59afa3a0e5be143b8fe9c641f00c1ecb9d69,2023-04-19 01:08:25,2023-04-19 01:08:00,2023-04-24 01:08:00
5d5a5586-1c09-5c10-b9dc-7ec44bf4e678,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-06-23 08:55:07,2022-06-23 08:55:00,2022-06-30 08:55:00
e85440e1-8138-5dae-8db6-ee4ab5671456,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2021-08-01 08:34:03,2021-08-01 08:34:00,2021-08-08 08:34:00
dc878177-efd4-54d8-aa20-5be3080ebcc6,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-07-06 19:14:17,2022-07-06 19:14:00,2022-07-13 19:14:00
944fcbba-fc9f-5e56-aa43-0315b9557ddd,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-10-12 19:38:35,2022-10-12 19:38:00,2022-10-19 19:38:00
6975020c-ad89-5878-b390-0b33eba210e0,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-03-29 20:14:00,2022-03-29 20:13:00,2022-04-12 20:13:00
611daac5-6a83-5b75-8f43-a85316a2dc7f,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-02-03 17:23:38,2022-02-03 17:23:00,2022-02-10 17:23:00
0d4887f1-d71d-5323-a67a-da1137727c33,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-08-23 16:47:58,2022-08-23 16:47:00,2022-09-06 16:47:00
95d07a9d-a04c-5439-9633-91c5eca45f55,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2021-11-25 17:18:53,2021-11-25 17:18:00,2021-12-02 17:18:00
b7bd407c-14be-5675-a378-8b094a8e9756,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2021-06-23 10:22:53,2021-06-23 10:22:00,2021-06-30 10:22:00
100abdd1-6748-5436-843c-55b7f3dce7c0,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-01-06 15:13:53,2022-01-06 15:13:00,2022-01-13 15:13:00
d36b65dd-4f59-595a-b085-220f96c16fe3,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-01-15 05:18:24,2022-01-15 05:18:00,2022-01-22 05:18:00
8aab360f-f099-5bc0-b2e1-d1c6a46dadf2,0xbb7b59afa3a0e5be143b8fe9c641f00c1ecb9d69,2022-12-21 17:22:27,2022-12-21 17:22:00,2023-01-04 17:22:00
a3ad5dfb-8efd-557a-8327-86f068df97f5,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2021-06-30 15:29:23,2021-06-30 15:29:00,2021-07-07 15:29:00
73a27e8d-f036-56c3-bf95-dabd5d1e2550,0xbb7b59afa3a0e5be143b8fe9c641f00c1ecb9d69,2022-12-29 14:27:57,2022-12-29 14:27:00,2023-01-12 14:27:00
b825c0bc-bc09-5dba-b406-d30c42aa6d3d,0xbb7b59afa3a0e5be143b8fe9c641f00c1ecb9d69,2023-03-14 21:04:10,2023-03-14 21:04:00,2023-03-19 21:04:00
959b60af-92e9-59a3-8255-95a562a75f94,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2021-12-30 15:17:09,2021-12-30 15:17:00,2022-01-06 15:17:00
c046758a-d8d7-5cdc-85f7-8fde04530c05,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2021-08-30 19:08:52,2021-08-30 19:08:00,2021-09-06 19:08:00
d7274f16-4648-5d88-858a-ae921bd1cabd,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-01-25 15:53:40,2022-01-25 15:53:00,2022-02-01 15:53:00
971e70ff-34fd-5ea3-a2ea-6a37313cff6a,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-01-14 09:05:01,2022-01-14 09:05:00,2022-01-21 09:05:00
77517de0-67cb-52f1-9505-c38f14df247c,0xbb7b59afa3a0e5be143b8fe9c641f00c1ecb9d69,2023-03-06 09:18:08,2023-03-06 09:18:00,2023-03-13 09:18:00
3a09c637-35cd-5b7c-90a9-3c9737a9aba9,0xbb7b59afa3a0e5be143b8fe9c641f00c1ecb9d69,2022-12-20 01:21:25,2022-12-20 01:21:00,2022-12-27 01:21:00
23d1f8a0-d9a7-5fab-bcb6-0328805335f8,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-04-25 20:44:15,2022-04-25 20:44:00,2022-04-30 20:44:00
fc85d399-c717-59b9-8c45-ba53513b077f,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2021-10-12 09:13:04,2021-10-12 09:13:00,2021-10-19 09:13:00
75c374ca-c3e7-57b9-a10e-408fc5306ca0,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2021-05-24 17:04:10,2021-05-24 17:04:00,2021-05-31 17:04:00
146d86db-cf50-5e45-9c57-04af31b0600c,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-11-15 20:05:24,2022-11-15 20:05:00,2022-11-29 20:05:00
b72f4968-11e6-5cf4-b312-65b7e5fd56e4,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-11-15 10:26:57,2022-11-15 10:26:00,2022-11-22 10:26:00
7e1d2b9b-0b99-5f5f-8e07-73e0942c946a,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-11-09 21:04:50,2022-11-09 21:04:00,2022-11-14 21:04:00
da8b9807-29ca-51f0-a32f-652fb9afebd9,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-03-03 08:19:28,2022-03-03 08:19:00,2022-03-10 08:19:00
e5464723-4b21-5115-9a7d-384cc6399a1e,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-01-18 01:54:39,2022-01-18 01:54:00,2022-01-25 01:54:00
253b6501-4b33-54ba-b099-0aa88255b85f,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2021-06-28 13:16:57,2021-06-28 13:16:00,2021-07-05 13:16:00
a28ef18d-7157-525c-83b9-364492e72af8,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-01-29 19:33:45,2022-01-29 19:33:00,2022-02-05 19:33:00
74495c45-1a7c-5859-b160-7fbbecf5f37c,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2021-12-26 18:21:26,2021-12-26 18:21:00,2022-01-02 18:21:00
14defe52-3837-520a-974b-875f311d46bf,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-08-07 17:55:08,2022-08-07 17:55:00,2022-08-21 17:55:00
c00e7d8b-4296-5df4-a087-500904d825bc,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-08-15 15:29:54,2022-08-15 15:29:00,2022-08-22 15:29:00
467d70f8-7f82-5019-9768-618dbd9c1c82,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-10-20 08:56:34,2022-10-20 08:56:00,2022-10-25 08:56:00
824bbdee-eb38-56b7-abcd-6b95ecf66afa,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-07-04 21:36:56,2022-07-04 21:36:00,2022-07-18 21:36:00
17437b05-51c2-5346-9fa9-c4892dafa36e,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-04-20 15:51:59,2022-04-20 15:51:00,2022-04-27 15:51:00
af1cea09-bdbc-5dc2-b91b-73e92508b513,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-02-02 22:18:40,2022-02-02 22:18:00,2022-02-09 22:18:00
9eec1362-ed6f-5c2b-ad63-c78644e82310,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-02-05 19:51:29,2022-02-05 19:51:00,2022-02-12 19:51:00
0a8f0bc8-13a7-5b19-a57c-be4928d5573b,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-01-13 20:46:14,2022-01-13 20:46:00,2022-01-20 20:46:00
9858736f-2f52-56d3-a08b-6c8dbf654b83,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2021-12-24 20:13:48,2021-12-24 20:13:00,2021-12-31 20:13:00
36fbf0b8-70ee-57df-9afa-db69ec9380ee,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-04-09 14:22:03,2022-04-09 14:22:00,2022-04-16 14:22:00
a9cc13a1-f6dc-58ca-8850-44e9fb00d92c,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2021-12-10 01:04:25,2021-12-10 01:04:00,2021-12-17 01:04:00
9b5b40df-29e8-596f-b63f-dd1c63fc98b8,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2021-12-01 00:00:50,2021-12-01 00:00:00,2021-12-08 00:00:00
b81d6296-1105-5a4b-9a05-2077f13fa854,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-01-03 11:29:12,2022-01-03 11:29:00,2022-01-10 11:29:00
f1550816-b8f6-50f0-bff4-7cb6d75713b3,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-01-07 00:02:42,2022-01-07 00:02:00,2022-01-14 00:02:00
167a2ffe-3828-51b7-875f-2fb28b82a424,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-05-13 20:47:46,2022-05-13 20:47:00,2022-05-18 20:47:00
c9b6d960-baa4-5675-b13c-ffa16120dffb,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-02-03 16:46:22,2022-02-03 16:46:00,2022-02-08 16:46:00
c5854984-6b52-57e1-a778-7873c968cb4c,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2021-12-28 13:39:02,2021-12-28 13:39:00,2022-01-04 13:39:00
5301d20a-7943-500f-b69c-50944cf6b919,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-10-12 19:57:43,2022-10-12 19:57:00,2022-10-17 19:57:00
e92d83ee-1b64-5705-9c69-470dda70af91,0xbb7b59afa3a0e5be143b8fe9c641f00c1ecb9d69,2022-12-23 23:16:13,2022-12-23 23:16:00,2023-01-06 23:16:00
0e4ae823-010b-543e-a4d8-4fcf1f14d210,0xbb7b59afa3a0e5be143b8fe9c641f00c1ecb9d69,2022-12-23 18:47:46,2022-12-23 18:47:00,2022-12-30 18:47:00
579ea07c-a665-57cb-b48f-1738335fd5b1,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-11-16 17:10:49,2022-11-16 17:10:00,2022-11-30 17:10:00
9b1d8b34-7d7f-5ce8-88c2-a3d19c858e6b,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-01-15 10:11:48,2022-01-15 10:11:00,2022-01-22 10:11:00
47acfbb4-7b51-5824-a70d-09f18c97eaca,0xbb7b59afa3a0e5be143b8fe9c641f00c1ecb9d69,2023-01-23 15:43:11,2023-01-23 15:43:00,2023-02-06 15:43:00
afe93921-9c4c-5448-998e-a82e6fb2f3d3,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-09-09 14:01:57,2022-09-09 14:01:00,2022-09-16 14:01:00
d5abdd01-ed38-5583-bcdc-49ae440787e1,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-01-03 15:04:19,2022-01-03 15:04:00,2022-01-10 15:04:00
0f2a0fae-7e1f-5d16-8301-4c2579db4650,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-01-13 23:48:02,2022-01-13 23:48:00,2022-01-20 23:48:00
a371e83e-2840-5f8a-bd8a-79481cba6eaa,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2021-12-17 13:41:15,2021-12-17 13:41:00,2021-12-24 13:41:00
03d0dd29-72fb-579f-96f5-f110dfac86f4,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-02-20 19:49:32,2022-02-20 19:49:00,2022-02-27 19:49:00
0e505ae0-c9e5-5525-b552-c3afd1523c3f,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-08-18 20:19:01,2022-08-18 20:19:00,2022-08-25 20:19:00
6199f4a3-e304-5a86-bb8c-5652ff163264,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2021-05-26 23:22:11,2021-05-26 23:22:00,2021-06-02 23:22:00
c78bdd45-373f-5037-87e7-020b1926ca89,0xbb7b59afa3a0e5be143b8fe9c641f00c1ecb9d69,2023-04-26 17:09:11,2023-04-26 17:09:00,2023-05-03 17:09:00
d8376ce5-291f-5577-933e-641dccc786df,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-03-18 17:04:59,2022-03-18 17:04:00,2022-03-25 17:04:00
9588fbd7-46de-5032-9552-3b60069699ab,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-05-19 18:33:33,2022-05-19 18:33:00,2022-05-24 18:33:00
ef1c2fb4-39b2-573a-b2a4-88c008a01852,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-05-19 08:05:43,2022-05-19 08:05:00,2022-05-26 08:05:00
e2a926b7-c7c0-58cf-b08d-e302b2014617,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-01-14 09:35:32,2022-01-14 09:35:00,2022-01-21 09:35:00
2e518b55-82aa-5695-91e6-46c65b2fcfc6,0xbb7b59afa3a0e5be143b8fe9c641f00c1ecb9d69,2022-12-16 03:58:55,2022-12-16 03:58:00,2022-12-23 03:58:00
e654e8a4-6999-59d5-9468-9503ed908781,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2021-07-20 22:47:38,2021-07-20 22:47:00,2021-07-27 22:47:00
03d4b32a-fa8f-56f7-b6eb-b0c6f319facd,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2021-08-27 20:16:56,2021-08-27 20:16:00,2021-09-03 20:16:00
e5b99e98-00b6-5c42-9531-6635f2f71ad3,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2021-06-21 04:12:04,2021-06-21 04:12:00,2021-06-28 04:12:00
105f19c6-5313-5183-a48f-fd6e0946a50a,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2021-10-07 02:51:25,2021-10-07 02:51:00,2021-10-14 02:51:00
91b9847d-4873-5ca7-b997-72f668c27a98,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2021-05-27 16:39:09,2021-05-27 16:39:00,2021-06-03 16:39:00
af01e54c-1c6b-5c5c-a710-e5a43339c82c,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2021-12-16 22:21:57,2021-12-16 22:21:00,2021-12-30 22:21:00
a5dc0a00-af52-505a-8a7f-6bd35c5f2ac9,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2021-11-29 17:15:05,2021-11-29 17:15:00,2021-12-06 17:15:00
b955213c-eaa8-5eb8-8c0a-697b6f8fb457,0x5e23d08324f017d5425e59a2782c9ae27ace0958,2022-01-21 20:36:56,2022-01-21 20:36:00,2022-01-28 20:36:00
